Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
učenci <nsubj podarili >obj kočo	učenci	podarili	kočo	1	3.7	ABC	"pattern {B [form=""podarili""]; A [form=""učenci""]; C [form=""kočo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22podarili%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Denci%22%5D%3B%20C%20%5Bform%3D%22ko%C4%8Do%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	podarili
učenci <nsubj predstavili >obj dirke	učenci	predstavili	dirke	1	3.7	ABC	"pattern {B [form=""predstavili""]; A [form=""učenci""]; C [form=""dirke""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22predstavili%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Denci%22%5D%3B%20C%20%5Bform%3D%22dirke%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	predstavili
učenci <nsubj spoznajo >obj postopke	učenci	spoznajo	postopke	1	3.7	ABC	"pattern {B [form=""spoznajo""]; A [form=""učenci""]; C [form=""postopke""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22spoznajo%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Denci%22%5D%3B%20C%20%5Bform%3D%22postopke%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spoznajo
učenci <nsubj uporabljajo >obj znanja	učenci	uporabljajo	znanja	1	3.7	ABC	"pattern {B [form=""uporabljajo""]; A [form=""učenci""]; C [form=""znanja""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22uporabljajo%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Denci%22%5D%3B%20C%20%5Bform%3D%22znanja%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uporabljajo
učenec <nsubj postavil >obj kolos	učenec	postavil	kolos	1	3.7	ABC	"pattern {B [form=""postavil""]; A [form=""učenec""]; C [form=""kolos""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22postavil%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Denec%22%5D%3B%20C%20%5Bform%3D%22kolos%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	postavil
učenjaki <nsubj Leonarda <obj prezrli	učenjaki	Leonarda	prezrli	1	3.7	ABC	"pattern {C [form=""prezrli""]; A [form=""učenjaki""]; B [form=""Leonarda""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22prezrli%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Denjaki%22%5D%3B%20B%20%5Bform%3D%22Leonarda%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	prezrli
učinek <obj ima >nsubj hoja	učinek	ima	hoja	1	3.7	ABC	"pattern {B [form=""ima""]; A [form=""učinek""]; C [form=""hoja""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Dinek%22%5D%3B%20C%20%5Bform%3D%22hoja%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
učinkovitost <obj uničila >nsubj vročina	učinkovitost	uničila	vročina	1	3.7	ABC	"pattern {B [form=""uničila""]; A [form=""učinkovitost""]; C [form=""vročina""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22uni%C4%8Dila%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Dinkovitost%22%5D%3B%20C%20%5Bform%3D%22vro%C4%8Dina%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uničila
učitelj <nsubj opredeli >obj sestavine	učitelj	opredeli	sestavine	1	3.7	ABC	"pattern {B [form=""opredeli""]; A [form=""učitelj""]; C [form=""sestavine""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22opredeli%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Ditelj%22%5D%3B%20C%20%5Bform%3D%22sestavine%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	opredeli
učitelji <nsubj izdajajo >obj liste	učitelji	izdajajo	liste	1	3.7	ABC	"pattern {B [form=""izdajajo""]; A [form=""učitelji""]; C [form=""liste""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izdajajo%22%5D%3B%20A%20%5Bform%3D%22u%C4%8Ditelji%22%5D%3B%20C%20%5Bform%3D%22liste%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izdajajo
uživanje <nsubj povečuje >obj tveganje	uživanje	povečuje	tveganje	1	3.7	ABC	"pattern {B [form=""povečuje""]; A [form=""uživanje""]; C [form=""tveganje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pove%C4%8Duje%22%5D%3B%20A%20%5Bform%3D%22u%C5%BEivanje%22%5D%3B%20C%20%5Bform%3D%22tveganje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	povečuje
uživanje <nsubj zmanjšujejo >obj tveganje	uživanje	zmanjšujejo	tveganje	1	3.7	ABC	"pattern {B [form=""zmanjšujejo""]; A [form=""uživanje""]; C [form=""tveganje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zmanj%C5%A1ujejo%22%5D%3B%20A%20%5Bform%3D%22u%C5%BEivanje%22%5D%3B%20C%20%5Bform%3D%22tveganje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zmanjšujejo
vam <obj pomaga >nsubj Q	vam	pomaga	Q	1	3.7	ABC	"pattern {B [form=""pomaga""]; A [form=""vam""]; C [form=""Q""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pomaga%22%5D%3B%20A%20%5Bform%3D%22vam%22%5D%3B%20C%20%5Bform%3D%22Q%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomaga
vam <obj to <nsubj uspelo	vam	to	uspelo	1	3.7	ABC	"pattern {C [form=""uspelo""]; A [form=""vam""]; B [form=""to""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22uspelo%22%5D%3B%20A%20%5Bform%3D%22vam%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	uspelo
vam <obj voda <nsubj zaide	vam	voda	zaide	1	3.7	ABC	"pattern {C [form=""zaide""]; A [form=""vam""]; B [form=""voda""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22zaide%22%5D%3B%20A%20%5Bform%3D%22vam%22%5D%3B%20B%20%5Bform%3D%22voda%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zaide
varuhinja <nsubj funkcijo <obj opravlja	varuhinja	funkcijo	opravlja	1	3.7	ABC	"pattern {C [form=""opravlja""]; A [form=""varuhinja""]; B [form=""funkcijo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22opravlja%22%5D%3B%20A%20%5Bform%3D%22varuhinja%22%5D%3B%20B%20%5Bform%3D%22funkcijo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	opravlja
vas <nsubj delila >obj mesto	vas	delila	mesto	1	3.7	ABC	"pattern {B [form=""delila""]; A [form=""vas""]; C [form=""mesto""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22delila%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20C%20%5Bform%3D%22mesto%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	delila
vas <obj imajo >nsubj prijatelji	vas	imajo	prijatelji	1	3.7	ABC	"pattern {B [form=""imajo""]; A [form=""vas""]; C [form=""prijatelji""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22imajo%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20C%20%5Bform%3D%22prijatelji%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imajo
vas <obj ime <nsubj stalo	vas	ime	stalo	1	3.7	ABC	"pattern {C [form=""stalo""]; A [form=""vas""]; B [form=""ime""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22stalo%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22ime%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	stalo
vas <obj kdo <nsubj razkuri	vas	kdo	razkuri	1	3.7	ABC	"pattern {C [form=""razkuri""]; A [form=""vas""]; B [form=""kdo""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22razkuri%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22kdo%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	razkuri
vas <obj kdorkoli <nsubj silil	vas	kdorkoli	silil	1	3.7	ABC	"pattern {C [form=""silil""]; A [form=""vas""]; B [form=""kdorkoli""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22silil%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22kdorkoli%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	silil
vas <obj ljudje <nsubj našli	vas	ljudje	našli	1	3.7	ABC	"pattern {C [form=""našli""]; A [form=""vas""]; B [form=""ljudje""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22na%C5%A1li%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22ljudje%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	našli
vas <obj mediji <nsubj primerjajo	vas	mediji	primerjajo	1	3.7	ABC	"pattern {C [form=""primerjajo""]; A [form=""vas""]; B [form=""mediji""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22primerjajo%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22mediji%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	primerjajo
vas <obj navigacija <nsubj pripelje	vas	navigacija	pripelje	1	3.7	ABC	"pattern {C [form=""pripelje""]; A [form=""vas""]; B [form=""navigacija""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22pripelje%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22navigacija%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	pripelje
vas <obj nihče <nsubj podpiral	vas	nihče	podpiral	1	3.7	ABC	"pattern {C [form=""podpiral""]; A [form=""vas""]; B [form=""nihče""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22podpiral%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22nih%C4%8De%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	podpiral
vas <obj pleme <nsubj varovalo	vas	pleme	varovalo	1	3.7	ABC	"pattern {C [form=""varovalo""]; A [form=""vas""]; B [form=""pleme""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22varovalo%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22pleme%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	varovalo
vas <obj postavil >nsubj Sin	vas	postavil	Sin	1	3.7	ABC	"pattern {B [form=""postavil""]; A [form=""vas""]; C [form=""Sin""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22postavil%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20C%20%5Bform%3D%22Sin%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	postavil
vas <obj prijatelj <nsubj povabita	vas	prijatelj	povabita	1	3.7	ABC	"pattern {C [form=""povabita""]; A [form=""vas""]; B [form=""prijatelj""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22povabita%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22prijatelj%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	povabita
vas <obj sistem <nsubj pripelje	vas	sistem	pripelje	1	3.7	ABC	"pattern {C [form=""pripelje""]; A [form=""vas""]; B [form=""sistem""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22pripelje%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22sistem%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	pripelje
vas <obj skrbi >nsubj stanje	vas	skrbi	stanje	1	3.7	ABC	"pattern {B [form=""skrbi""]; A [form=""vas""]; C [form=""stanje""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22skrbi%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20C%20%5Bform%3D%22stanje%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	skrbi
vas <obj zapeljejo >nsubj modeli	vas	zapeljejo	modeli	1	3.7	ABC	"pattern {B [form=""zapeljejo""]; A [form=""vas""]; C [form=""modeli""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zapeljejo%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20C%20%5Bform%3D%22modeli%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zapeljejo
vas <obj čakajo >nsubj nagrade	vas	čakajo	nagrade	1	3.7	ABC	"pattern {B [form=""čakajo""]; A [form=""vas""]; C [form=""nagrade""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22%C4%8Dakajo%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20C%20%5Bform%3D%22nagrade%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	čakajo
vas <obj človek <nsubj sprejel	vas	človek	sprejel	1	3.7	ABC	"pattern {C [form=""sprejel""]; A [form=""vas""]; B [form=""človek""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22sprejel%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20B%20%5Bform%3D%22%C4%8Dlovek%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	sprejel
vas <obj žene >nsubj motiv	vas	žene	motiv	1	3.7	ABC	"pattern {B [form=""žene""]; A [form=""vas""]; C [form=""motiv""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22%C5%BEene%22%5D%3B%20A%20%5Bform%3D%22vas%22%5D%3B%20C%20%5Bform%3D%22motiv%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	žene
vdova <nsubj potrebovala >obj let	vdova	potrebovala	let	1	3.7	ABC	"pattern {B [form=""potrebovala""]; A [form=""vdova""]; C [form=""let""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22potrebovala%22%5D%3B%20A%20%5Bform%3D%22vdova%22%5D%3B%20C%20%5Bform%3D%22let%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	potrebovala
veje <nsubj vključujejo >obj kod	veje	vključujejo	kod	1	3.7	ABC	"pattern {B [form=""vključujejo""]; A [form=""veje""]; C [form=""kod""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vklju%C4%8Dujejo%22%5D%3B%20A%20%5Bform%3D%22veje%22%5D%3B%20C%20%5Bform%3D%22kod%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vključujejo
velikan <nsubj različico <obj opustil	velikan	različico	opustil	1	3.7	ABC	"pattern {C [form=""opustil""]; A [form=""velikan""]; B [form=""različico""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22opustil%22%5D%3B%20A%20%5Bform%3D%22velikan%22%5D%3B%20B%20%5Bform%3D%22razli%C4%8Dico%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	opustil
veljavo <obj ohranila >nsubj dela	veljavo	ohranila	dela	1	3.7	ABC	"pattern {B [form=""ohranila""]; A [form=""veljavo""]; C [form=""dela""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ohranila%22%5D%3B%20A%20%5Bform%3D%22veljavo%22%5D%3B%20C%20%5Bform%3D%22dela%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ohranila
verzija <nsubj uporablja >obj datoteko	verzija	uporablja	datoteko	1	3.7	ABC	"pattern {B [form=""uporablja""]; A [form=""verzija""]; C [form=""datoteko""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22uporablja%22%5D%3B%20A%20%5Bform%3D%22verzija%22%5D%3B%20C%20%5Bform%3D%22datoteko%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uporablja
veter <nsubj povzroči >obj tokove	veter	povzroči	tokove	1	3.7	ABC	"pattern {B [form=""povzroči""]; A [form=""veter""]; C [form=""tokove""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22povzro%C4%8Di%22%5D%3B%20A%20%5Bform%3D%22veter%22%5D%3B%20C%20%5Bform%3D%22tokove%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	povzroči
vetrovi <nsubj ustvarjajo >obj vzorce	vetrovi	ustvarjajo	vzorce	1	3.7	ABC	"pattern {B [form=""ustvarjajo""]; A [form=""vetrovi""]; C [form=""vzorce""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ustvarjajo%22%5D%3B%20A%20%5Bform%3D%22vetrovi%22%5D%3B%20C%20%5Bform%3D%22vzorce%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ustvarjajo
večina <nsubj doživi >obj višek	večina	doživi	višek	1	3.7	ABC	"pattern {B [form=""doživi""]; A [form=""večina""]; C [form=""višek""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22do%C5%BEivi%22%5D%3B%20A%20%5Bform%3D%22ve%C4%8Dina%22%5D%3B%20C%20%5Bform%3D%22vi%C5%A1ek%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	doživi
